tweet_id,username,profile_link,tweet_link,text,created_at,location,label,reason,fetched_at
2045151537652187229,GwadarCA,https://x.com/GwadarCA,https://x.com/GwadarCA/status/2045151537652187229,"BLA Terrorists Unleash Brutality on Zehri Civilians:
The latest attack in the Zehri area of Khuzdar once again lays bare the savage and cowardly face of BLA terrorists, who continue to unleash violence on innocent civilians.
#Balochistan https://t.co/piMh88SJyt",2026-04-17T14:44:58.000Z,"Gwadar, Pakistan",SUSPICIOUS,"Anti-BLA rhetoric, but tone and language suggest a possible pro-establishment or government-affiliated source.",2026-04-17T15:15:27.075946+00:00
2045150633574154262,halima37914,https://x.com/halima37914,https://x.com/halima37914/status/2045150633574154262,"▪️This is the clearest proof of the brutality of BLA terrorists against the people of Balochistan, whose sole objective is to spread fear, force compliance, and terrorize the local population.
#Balochistan",2026-04-17T14:41:22.000Z,,SUSPICIOUS,"Supports BLA, uses term ""terrorists"" to describe BLA, implies BLA's goal is to terrorize local population.",2026-04-17T15:15:27.075946+00:00
2045147164175946155,AvinashKS14,https://x.com/AvinashKS14,https://x.com/AvinashKS14/status/2045147164175946155,"❗Lashkar-e-Taiba Deputy Saifullah Kasuri said ""No one in Balochistan likes Pakistan"" 🇵🇰

⭐He is scared to name BLA directly. It's a gone case for Paijaans. https://t.co/WdGvKpmuos",2026-04-17T14:27:35.000Z,India,SUSPICIOUS,"Direct reference to BLA, a designated terrorist organization, and a statement that undermines Pakistan's authority.",2026-04-17T15:15:27.075946+00:00
2045137458547794091,hina91424,https://x.com/hina91424,https://x.com/hina91424/status/2045137458547794091,"Kuchlak, Balochistan: Security forces eliminate 2 militants linked to #BLA in an intelligence-based operation. Area cleared and investigation underway. #PakistanArmyKuchlak, Balochistan: Security forces eliminate 2 militants linked to #BLA in an intelligence-based operation. https://t.co/cSH6ZzX8RR",2026-04-17T13:49:01.000Z,Lahore,NORMAL,"Official statement from security forces, confirming operation against BLA militants.",2026-04-17T15:15:27.075946+00:00
2045137400821846360,BalochDiaries,https://x.com/BalochDiaries,https://x.com/BalochDiaries/status/2045137400821846360,"An alleged Israeli-funded group, the so-called HR Council of Balochistan, stands exposed for spreading false narratives to shield BLA terrorists and malign the state.

The Barkhan massacre highlights BLA’s brutality,when cornered during a security operation, terrorists opened https://t.co/z2iikb87L2",2026-04-17T13:48:47.000Z,"Balochistan, Pakistan",SUSPICIOUS,,2026-04-17T15:15:27.075946+00:00
2045134591225459040,Mengal212,https://x.com/Mengal212,https://x.com/Mengal212/status/2045134591225459040,"In Pasni, people from all walks of life took to the streets against BLA and BLF, expressing grief and anger over alleged abductions and forced militancy of youth.  #Balochistan https://t.co/HYV02IT5rk",2026-04-17T13:37:37.000Z,"Balochistan, Pakistan",NORMAL,Anti-BLA/BLF protests in Pasni.,2026-04-17T15:15:27.075946+00:00
2045133171940016268,sana_504,https://x.com/sana_504,https://x.com/sana_504/status/2045133171940016268,"Kuchlak, Balochistan: Security forces eliminate 2 militants linked to #BLA in an intelligence-based operation. Area cleared and investigation underway. #PakistanArmyKuchlak, Balochistan: Security forces eliminate 2 militants linked to #BLA in an intelligence-based operation. https://t.co/c9LPRiFYyZ",2026-04-17T13:31:59.000Z,pakistan,NORMAL,"Official statement from security forces, confirming operation against BLA militants.",2026-04-17T15:15:27.075946+00:00
2045131120405360852,Yahya530271,https://x.com/Yahya530271,https://x.com/Yahya530271/status/2045131120405360852,"Kuchlak, Balochistan: Security forces eliminate 2 militants linked to #BLA in an intelligence-based operation. Area cleared and investigation underway. #PakistanArmyKuchlak, Balochistan: Security forces eliminate 2 militants linked to #BLA in an intelligence-based operation. https://t.co/tXmbsbwnFB",2026-04-17T13:23:50.000Z,Abbottabad,NORMAL,"Official statement from security forces, confirming operation against BLA militants.",2026-04-17T15:15:27.075946+00:00
2045129904077869438,Bleed_GreenPK,https://x.com/Bleed_GreenPK,https://x.com/Bleed_GreenPK/status/2045129904077869438,"Complicit in Blood: Unmasking the International Shills of BLA Terrorists, HR Council of #Balochistan is an #Israeli-funded organization complicit with #BLA terrorism, falsely blaming the state to protect militants. 
#TuncaySonelTutuklansın 
#Panamá 
#RenunciáAdorni https://t.co/CHd2exxpfH",2026-04-17T13:19:00.000Z,Pakistan,SUSPICIOUS,"Anti-BLA propaganda is not the primary concern, but the tweet's support for a state's narrative and the mention of a specific organization's alleged foreign funding and complicity with BLA terrorism.",2026-04-17T15:15:27.075946+00:00
2045126819859341599,Bleed_GreenPK,https://x.com/Bleed_GreenPK,https://x.com/Bleed_GreenPK/status/2045126819859341599,"#Balochistan Digital Media Policy 2026 approved. It aims to counter #Indian proxy networks and fake accounts, curb #BLA/#BYC-linked misinformation, and strengthen monitoring and legal action against digital terrorism to protect youth.
#RenunciáAdorni 
#BELIFT_Financial_Boycott https://t.co/2vqJw9CKQM",2026-04-17T13:06:45.000Z,Pakistan,SUSPICIOUS,"Supports counter-terrorism efforts, mentions BLA and BYC, and promotes a boycott of a specific group.",2026-04-17T15:15:27.075946+00:00
2045156921863500148,DivyaBhalla_,https://x.com/DivyaBhalla_,https://x.com/DivyaBhalla_/status/2045156921863500148,"Last night in Karachi’s Manghopir—gunfight between banned TTP militants and police.

One officer killed. Another injured.

Violence spiraling inward.. A lesson pakistan should have taken long ago.. 
@kakar_harsha @sanjoychakra @ajitbhinder @sowmiyasid @rishi_suri @nandy_gautam https://t.co/watOiae5ww",2026-04-17T15:06:22.000Z,,SUSPICIOUS,"Supports TTP, uses sympathetic tone and implies Pakistan should have taken a lesson from the incident.",2026-04-17T15:15:29.759229+00:00
2045148624770752604,JuttSalafi,https://x.com/JuttSalafi,https://x.com/JuttSalafi/status/2045148624770752604,"@ProcyoncX5 @MENAUnleashed go to imrans official account and see for yourself. the man who let TTP back into pakistan after raheen sharif cleared them out. authubillah 

his plan was to default pakistan so the country breaks into peices and nukes are handed to america/IMF in exchange for relief. smth like",2026-04-17T14:33:23.000Z,الفرقة الناجية,SUSPICIOUS,Support for TTP and conspiracy theory about Pakistan's government.,2026-04-17T15:15:29.759229+00:00
2045147602560352653,PoliticalBaseMA,https://x.com/PoliticalBaseMA,https://x.com/PoliticalBaseMA/status/2045147602560352653,"It is an undeniable reality that hundreds of TTP militants are being trained and sheltered in Afghanistan; the Government of Pakistan faces a clear choice: confront this threat at its source, or continue talks with the Taliban that only grant the TTP more Time. https://t.co/iojWnoD98X",2026-04-17T14:29:20.000Z,X,SUSPICIOUS,"Supports TTP, implies Pakistan should confront the threat in Afghanistan.",2026-04-17T15:15:29.759229+00:00
2045146988363096118,Anushayer,https://x.com/Anushayer,https://x.com/Anushayer/status/2045146988363096118,Major breakthrough in Pakistan! Security forces arrested TTP’s Fitna al-Khawarij commander Amir Sohail alias Maulvi Haider. His interrogation reveals he got militant training in Afghanistan’s Paktika province &amp; confessed that Afghan Taliban regime is fully supporting TTP https://t.co/i6f9uxyVvZ,2026-04-17T14:26:53.000Z,"Lahore,pakistan",SUSPICIOUS,,2026-04-17T15:15:29.759229+00:00
2045144541846450615,RizWanKenobi_,https://x.com/RizWanKenobi_,https://x.com/RizWanKenobi_/status/2045144541846450615,@amirzkhan1984 I don't think literally anyone in Pakistan believes TTP is not an enemy of the state.,2026-04-17T14:17:10.000Z,Emirates Stadium,NORMAL,"Reason: Criticism of TTP, a designated terrorist organization, as an enemy of the state.",2026-04-17T15:15:29.759229+00:00
2045143796489306239,aamajnews_EN,https://x.com/aamajnews_EN,https://x.com/aamajnews_EN/status/2045143796489306239,"Pakistan State TV Airs ‘Confession of TTP Fighter Trained in Afghanistan’

Pakistan’s state broadcaster reported on Friday (April 17) that a detained member of Tehreek-e-Taliban Pakistan (TTP) has confessed to receiving militant training in Afghanistan.

According to the report https://t.co/6joLpW6V3i",2026-04-17T14:14:12.000Z,Afghanistan,SUSPICIOUS,"Support for TTP, reference to militant training in Afghanistan.",2026-04-17T15:15:29.759229+00:00
2045143449293520947,BalochPulse,https://x.com/BalochPulse,https://x.com/BalochPulse/status/2045143449293520947,"#BreakingNews: 
#Pakistan Security forces have arrested a key #TTP commander, Amir Sohail alias #Molvi_Haider.

Following his arrest, he made a series of claims alleging links between militant groups, including the #Afghan_Taliban, and the existence of training centers in https://t.co/0Ny9F9iBXn",2026-04-17T14:12:49.000Z,,SUSPICIOUS,,2026-04-17T15:15:29.759229+00:00
2045142981301166494,AngleOpen0,https://x.com/AngleOpen0,https://x.com/AngleOpen0/status/2045142981301166494,"🚨 BREAKING | North Waziristan 
Armed TTP members attack and targeted a Pakistani military post in Mir Ali Bazaar, North Waziristan, involving the use of rockets at close range.

#Pakistan #NorthWaziristan #Security #BreakingNews #TTP https://t.co/bOLkJ3pqqI",2026-04-17T14:10:58.000Z,,SUSPICIOUS,"TTP attack on Pakistani military post in North Waziristan, promoting militant activity.",2026-04-17T15:15:29.759229+00:00
2045142796021952656,MohammedFx5,https://x.com/MohammedFx5,https://x.com/MohammedFx5/status/2045142796021952656,"@Pashtun_NoCares @Aryana8170 You are so slow its unbelievable. You understand neither Islam nor the history of Afghanistan. Declaring jihad (which their muftis did) doesnt mean anything, Pakistan is conventionally stronger than the Afghan army right now. TTP operates against them on a daily basis in",2026-04-17T14:10:14.000Z,,SUSPICIOUS,,2026-04-17T15:15:29.759229+00:00
2045134017503060408,KhorasanIntlEng,https://x.com/KhorasanIntlEng,https://x.com/KhorasanIntlEng/status/2045134017503060408,"Pakistan Armed Forces have arrested TTP commander Amir Sohail alias Maulvi Haider, who admitted receiving militant training in Paktika province and operational support from the Afghan/Awghan/Pashtun Taliban regime. https://t.co/CzD8UDGJf9",2026-04-17T13:35:21.000Z,"London, England",SUSPICIOUS,,2026-04-17T15:15:29.759229+00:00
2045085508792193516,qayum79020,https://x.com/qayum79020,https://x.com/qayum79020/status/2045085508792193516,Baloch Liberation Army claims killing 29 Pakistani military personnel in 14 attacks this month  https://t.co/3gy0r3MU0w #Balochistan #Quetta #BLA #PakistanNews #Security #Conflict #BreakingNews #SouthAsia #Militancy #Insurgency #Defense #Geopolitics https://t.co/PR9Xgfbx8o,2026-04-17T10:22:35.000Z,,SUSPICIOUS,"BLA claim of attacks and casualties, promoting militant narrative.",2026-04-17T15:15:32.479340+00:00
2045045223559135645,Irfanlaskani_,https://x.com/Irfanlaskani_,https://x.com/Irfanlaskani_/status/2045045223559135645,"@Saeed8Dubai @Q_98C inactivity of gwadar port and separation of balochistan will probably be more beneficial than the investment, so balochistan liberation army is being given indiscriminate support and financial support",2026-04-17T07:42:31.000Z,Karachi ,SUSPICIOUS,"Support for BLA and separatist movement, advocating for inactivity of Gwadar port and separation of Balochistan.",2026-04-17T15:15:32.479340+00:00
2045029491232129441,zarinazarin91,https://x.com/zarinazarin91,https://x.com/zarinazarin91/status/2045029491232129441,"Balochistan Liberation Army claims 29 Pakistani personnel were killed in 14 coordinated attacks across Balochistan, amid ongoing conflict; official confirmation of casualties remains unavailable. #Balochistan #SecurityUpdate https://t.co/KPETQct9hk",2026-04-17T06:40:00.000Z,SOUTH ASIA,SUSPICIOUS,"Supports BLA, provides information on attacks against Pakistani personnel.",2026-04-17T15:15:32.479340+00:00
2044966689515688270,grok,https://x.com/grok,https://x.com/grok/status/2044966689515688270,"@D8taMiner @Minecraftx9dmb @Games__ovr This is footage from the Baloch Liberation Army (BLA)'s first naval attack on April 12, 2026. Their Hakkal media wing released the POV clip showing fighters on a speedboat firing AK-style rifles at a Pakistani Coast Guard patrol vessel near Jiwani (close to Gwadar, Balochistan).",2026-04-17T02:30:27.000Z,wherever you are,SUSPICIOUS,"Support for BLA, promotion of violent activity.",2026-04-17T15:15:32.479340+00:00
2044954377195278560,Suresh1521941,https://x.com/Suresh1521941,https://x.com/Suresh1521941/status/2044954377195278560,DECODE With Sudhir Chaudhary | FULL EPISODE | Pakistan से आज़ाद होगा बलो... https://t.co/EPr6d1Ovdt via @YouTube : I  support Balochistan. I support  People of Balochistan and its struggle for Justice and Democratic Rights . I support Baloch Liberation Army.,2026-04-17T01:41:31.000Z,,SUSPICIOUS,,2026-04-17T15:15:32.479340+00:00
2044808615349948427,adam_krus,https://x.com/adam_krus,https://x.com/adam_krus/status/2044808615349948427,"First-person footage reveals the brutality and precision of a naval ambush carried out by Balochistan Liberation Army (BLA) insurgents against a Coast Guard patrol. The video,released by the Hakkal media wing, shows the insurgents approaching at high speed and opening fire on an https://t.co/pXQF0zvfWh",2026-04-16T16:02:19.000Z,"Lodz, Poland",SUSPICIOUS,"Support for BLA, promotion of violent act.",2026-04-17T15:15:32.479340+00:00
2044773792380260680,yespunjab,https://x.com/yespunjab,https://x.com/yespunjab/status/2044773792380260680,"Baloch Liberation Army claims killing 29 Pakistani military personnel in 14 attacks this month  https://t.co/FlzK0qDg28

#Balochistan #Quetta #BLA #PakistanNews #Security #Conflict #BreakingNews #SouthAsia #Militancy #Insurgency #Defense #Geopolitics",2026-04-16T13:43:56.000Z,Punjab,SUSPICIOUS,"BLA claim of attacks and casualties, promoting militant narrative.",2026-04-17T15:15:32.479340+00:00
2044766616131367375,TracTerrorism,https://x.com/TracTerrorism,https://x.com/TracTerrorism/status/2044766616131367375,"Baloch Liberation Army (#BLA) Takes Credit for Killing 29 Pakistani Army Personnel in 14 Attacks Across #Balochistan, #Pakistan
Read more: https://t.co/9VOG5ooXka https://t.co/CsEmLuM3Br",2026-04-16T13:15:25.000Z,,SUSPICIOUS,Terrorist organization taking credit for attacks on Pakistani military personnel.,2026-04-17T15:15:32.479340+00:00
2044730313335877997,BalochPulse,https://x.com/BalochPulse,https://x.com/BalochPulse/status/2044730313335877997,"BP Report:
A concerning pattern is emerging in Balochistan in early 2026—where armed Terrorist groups, particularly Baloch Liberation Army and Balochistan Liberation Front, are targeting local individuals.

Between January and April 2026, claims and reported incidents indicate https://t.co/qcJBQpGegS",2026-04-16T10:51:10.000Z,,SUSPICIOUS,Terrorist group promotion and amplification of their activities.,2026-04-17T15:15:32.479340+00:00
2045143775086084553,JawadYousufxai,https://x.com/JawadYousufxai,https://x.com/JawadYousufxai/status/2045143775086084553,"On 17 April 2026, a clash reported between armed motorcyclists and police in the Manghopir area of Karachi. During the exchange of fire, police personnel Khadim Ali Shah lost life &amp; other sustained injuries. Later, militant group Tehrik-i-Taliban Pakistan claimed responsibility. https://t.co/ONAOOSRbKc",2026-04-17T14:14:07.000Z,Peshawar,SUSPICIOUS,,2026-04-17T15:15:35.160072+00:00
2045135938834080031,W012TH,https://x.com/W012TH,https://x.com/W012TH/status/2045135938834080031,"@StancesScifi @jakerattlesnk I’m not shifting blame, I’m pointing out that complex conflicts usually have multiple causes over time. The Durand Line Agreement is part of the history, but present day violence also comes from modern political decisions and groups like Tehrik i Taliban Pakistan.",2026-04-17T13:42:59.000Z,,NORMAL,Reason: Historical context discussion without explicit support or glorification of TTP.,2026-04-17T15:15:35.160072+00:00
2045080171175104653,grok,https://x.com/grok,https://x.com/grok/status/2045080171175104653,"@nistar33776 @ConfusedAware @orenbarsky @ggreenwald Pakistan has dozens of active militant groups. The South Asian Terrorism Portal lists over 40 terrorist outfits operating there, including Islamist ones like Tehrik-i-Taliban Pakistan (TTP), Lashkar-e-Taiba, Jaish-e-Mohammed, and others. TTP was among the world's deadliest in",2026-04-17T10:01:23.000Z,wherever you are,SUSPICIOUS,Listing terrorist groups and their activities.,2026-04-17T15:15:35.160072+00:00
2045080053076132280,nistar33776,https://x.com/nistar33776,https://x.com/nistar33776/status/2045080053076132280,"@grok @ConfusedAware @orenbarsky @ggreenwald @Grok, how about the 20+ Islamic terrorist groups like Tehrik-i-Taliban Pakistan? Isn't #Pakistan ranked second to the #IRGC in #Iran in state sponsorship of terrorism?",2026-04-17T10:00:55.000Z,,SUSPICIOUS,,2026-04-17T15:15:35.160072+00:00
2045078976742244373,nistar33776,https://x.com/nistar33776,https://x.com/nistar33776/status/2045078976742244373,"@ConfusedAware @orenbarsky @ggreenwald Question: how would Pakistani lynch mobs, Tehrik-i-Taliban Pakistan terrorists, or those acid throwing Muslims in Karachi react to @ggreenwald and his boyfriend (his Brazilian husband died in 2023) toured #Pakistan. https://t.co/nOazBILFFh",2026-04-17T09:56:38.000Z,,SUSPICIOUS,Inciting violence against a specific group and referencing terrorist organizations.,2026-04-17T15:15:35.160072+00:00
2045072364648415603,Tracking_Live,https://x.com/Tracking_Live,https://x.com/Tracking_Live/status/2045072364648415603,"Special Unit Fighters of Tehrik-e-Taliban Pakistan ambushed Pak army operators.
March-April(No exact date ),2026; Khyber Pakhtunkhwa (North-Western Pakistan)
Operation Khyber 4. 
Source: Umar Media ( Affiliated with TTP)
In the footage, you can see the TTP operators using https://t.co/pqMbNwPZ2D",2026-04-17T09:30:21.000Z,India,SUSPICIOUS,TTP propaganda and support for terrorist activities.,2026-04-17T15:15:35.160072+00:00
2045051890959028704,TrishulxIN,https://x.com/TrishulxIN,https://x.com/TrishulxIN/status/2045051890959028704,"A clash was reported from Manghopir, Karachi, where a police personnel lost his life and two others were injured. The deceased has been identified as Ali Shah (pictured). The Tehrik-e-Taliban Pakistan has claimed responsibility for the attack. Pakistani officials have denied the https://t.co/KbqObvIK9X",2026-04-17T08:09:00.000Z,,SUSPICIOUS,,2026-04-17T15:15:35.160072+00:00
2045036338760626270,PeterAsterix,https://x.com/PeterAsterix,https://x.com/PeterAsterix/status/2045036338760626270,"On this day in 2009 in Hangu, Pakistan...
23 muslim soldiers blown to smithereens, seven policemen, ten security personnel and nine muslim civilians injured in suicide bomb attack by Infid...no wait...Tehrik-i-Taliban:
https://t.co/UySY4GsjeM
Muslims: Islam's prime victims...",2026-04-17T07:07:12.000Z,,SUSPICIOUS,,2026-04-17T15:15:35.160072+00:00
2044863066387702256,sialjanan,https://x.com/sialjanan,https://x.com/sialjanan/status/2044863066387702256,"@Muslima19386194 @doamuslims @ZahidDOAM “Because right now we are engaged in jihad against Pakistan. When we remove this oppressive military regime of Pakistan from its land and establish Tehrik-i-Taliban Pakistan in power, then the Emirate in Afghanistan will be transformed into a Caliphate. Pakistan will",2026-04-16T19:38:41.000Z,Afghanistan,SUSPICIOUS,,2026-04-17T15:15:35.160072+00:00
2045141205659562357,dhabidya63796,https://x.com/dhabidya63796,https://x.com/dhabidya63796/status/2045141205659562357,"#LoC 
Donald Trump may be coming to pakistan for Balochistan minarel deal. 
Within the next 48 to 72 hours, terrorists from Pakistan could launch an attack in Jammu and Kashmir. Alternatively, the Indian Army might carry out a targeted strike against Pakistani bases, leaving",2026-04-17T14:03:54.000Z,,SUSPICIOUS,,2026-04-17T15:15:37.875426+00:00
2044575888767938695,Shahje_,https://x.com/Shahje_,https://x.com/Shahje_/status/2044575888767938695,"@ABhat46858 Very different context, very different situation, I know some of you would like Pakistan to attack Iran but not going to happen.

Iran struck Jaish al-Adl (Sunni Baloch militant group) bases in Pakistan's Balochistan.

Pakistan retaliated by striking Balochistan Liberation Army",2026-04-16T00:37:32.000Z,london,SUSPICIOUS,"Support for BLA, a banned terrorist organization in Pakistan.",2026-04-17T15:15:37.875426+00:00
2044535441207022044,karimfranceschi,https://x.com/karimfranceschi,https://x.com/karimfranceschi/status/2044535441207022044,The Balochistan Liberation Army (BLA)’s new naval wing carries out its first reported boat drive‑by attack on a Pakistan Coast Guard patrol in Baloch waters. https://t.co/OVePIBdOzp,2026-04-15T21:56:49.000Z,Italy,SUSPICIOUS,"BLA's reported attack on Pakistan Coast Guard patrol in Baloch waters, promoting militant activities.",2026-04-17T15:15:37.875426+00:00
2044469474603287004,Iqbalmehree,https://x.com/Iqbalmehree,https://x.com/Iqbalmehree/status/2044469474603287004,"An IED attack targeted a Pakistan Army convoy, killing at least one soldier and injuring several others. Incident highlights ongoing militant activity in conflict-prone regions.

#PakistanArmy #Terrorism #SecurityUpdate #Balochistan #SouthAsia #BreakingNews #Defense https://t.co/TZw3aDvfc7",2026-04-15T17:34:41.000Z,PESHAWAR,SUSPICIOUS,Mention of IED attack and militant activity in Balochistan.,2026-04-17T15:15:37.875426+00:00
2044462830615990295,ChAjaysaharan,https://x.com/ChAjaysaharan,https://x.com/ChAjaysaharan/status/2044462830615990295,"BREKING 🚨

Baloch group BLA carried out an attack on #PakistanArmy post in Zamuran

They seem to have used drones in this attack.

Zamuran remains one of the most active flashpoints in the Balochistan insurgency

Official details from Pakistan Army/ISI on casualties or specific https://t.co/vGMkFK17Gt",2026-04-15T17:08:17.000Z,India,SUSPICIOUS,"Terrorist group BLA claimed responsibility for attack on Pakistan Army post, using drones.",2026-04-17T15:15:37.875426+00:00
2044365428336832621,LevinaNeythiri,https://x.com/LevinaNeythiri,https://x.com/LevinaNeythiri/status/2044365428336832621,"1/2
🔴Pakistan Army possibly plans to use LeT against Baloch groups❓ @NIA_India @FATFNews 

  #ISI sent Lashkar trt Faisal Nadeem (of Sindh) to meet Aqeel Ahmad Laghari (PMML Balochistan).

⚠️Faisal Nadeem may have sheltered SAJJAD GUL, mastermind of #Pulwama attack

Details in https://t.co/KsmoKpjMGx",2026-04-15T10:41:15.000Z,Roaming ... ,SUSPICIOUS,,2026-04-17T15:15:37.875426+00:00
2044157533770731977,mahtha_yas15091,https://x.com/mahtha_yas15091,https://x.com/mahtha_yas15091/status/2044157533770731977,“Balochistan Liberation Army (BLA) killed three Pakistan Coast Guard personnel in the first-ever attack on one of the maritime authority's patrol boats operating ​in the Arabian Sea”,2026-04-14T20:55:09.000Z,,NORMAL,Claim of a specific incident by a militant group.,2026-04-17T15:15:37.875426+00:00
2043970375445348726,PopularFront_,https://x.com/PopularFront_,https://x.com/PopularFront_/status/2043970375445348726,"🇵🇰 #Pakistan: The Balochistan Liberation Army has released footage of its attack on a Pakistani military boat in the waters of Jiwani, Gwadar, where three soldiers were killed. https://t.co/FrlP5Tdok6",2026-04-14T08:31:27.000Z,Worldwide,SUSPICIOUS,BLA propaganda and support for violent action.,2026-04-17T15:15:37.875426+00:00
2043947458645176607,TacticalGrid2,https://x.com/TacticalGrid2,https://x.com/TacticalGrid2/status/2043947458645176607,"The Baloch Liberation Army (BLA) has released video footage of its yesterday's attack near Gwadar in Balochistan claiming it as their first naval operation against Pakistan military.
#Pakistán #BLA #balochistan #Irán https://t.co/QnL8lPpkLd",2026-04-14T07:00:23.000Z,India,SUSPICIOUS,Claim of naval operation against Pakistan military by BLA.,2026-04-17T15:15:37.875426+00:00
2043799015855415385,monitor11616,https://x.com/monitor11616,https://x.com/monitor11616/status/2043799015855415385,"⚡️🇵🇰🇮🇷🇦🇫🇨🇳 Balochistan Liberation Army fighters killed three Pakistan Coast Guard personnel on Sunday in the first-ever attack on one of the maritime authority's patrol boats operating in the Arabian Sea. 

The banned separatist group Balochistan Liberation Army claimed https://t.co/jEpriJG750",2026-04-13T21:10:31.000Z,,SUSPICIOUS,BLA claim of responsibility for attack on Pakistan Coast Guard personnel.,2026-04-17T15:15:37.875426+00:00
2045117276156784820,omarfarooq33,https://x.com/omarfarooq33,https://x.com/omarfarooq33/status/2045117276156784820,"They faced abductions, violence, &amp; bullets, yet they refused to step back. Baloch women turned grief into resistance and pain into power. How will Pak subjugate &amp; defeat people who no longer fear oppression? #StopBalochGenocide @Deedagbaloch32 @BlouchNazir @baloch_ambreen https://t.co/RYb0rDbDjx",2026-04-17T12:28:49.000Z,,SUSPICIOUS,"Support for BLA/TTP, use of hashtag #StopBalochGenocide, reference to ""resistance"" and ""pain into power"".",2026-04-17T15:15:40.526002+00:00
2045105264396030104,ShanajAhmed8,https://x.com/ShanajAhmed8,https://x.com/ShanajAhmed8/status/2045105264396030104,"The #Baloch struggle is not a moment — it is a legacy of pain, resistance, and unbroken will. No force can erase it, no fear can silence it. The fight for justice &amp; independence will live on. 2/2
@Niaz_Zehri 
@MeerBaluch_",2026-04-17T11:41:05.000Z,"London, England",SUSPICIOUS,Support for BLA/TTP and Baloch independence movement.,2026-04-17T15:15:40.526002+00:00
2044757545407934860,omarfarooq33,https://x.com/omarfarooq33,https://x.com/omarfarooq33/status/2044757545407934860,"A young Baloch girl dancing is not just art, it’s quiet resistance. While oppression tries to silence voices, culture finds its way through rhythm, tradition, &amp; memory. Baloch aren’t just surviving, they’re preserving who they are
#SaveBalochistan @BlouchNazir @FoziaBaloch10 https://t.co/Krie3pL0Fu",2026-04-16T12:39:23.000Z,,SUSPICIOUS,Support for BLA/BLF ideology and call to action (#SaveBalochistan),2026-04-17T15:15:40.526002+00:00
2044750824044474684,mariajones0j,https://x.com/mariajones0j,https://x.com/mariajones0j/status/2044750824044474684,"The Baloch leader @saamibaluch is calling on the international community to intervene and bring justice to #Balochistan.
""The state is carrying out revenge acts to crush peaceful #Baloch resistance.""
#SaveBalochistan
@FDW_VB @KenRoth @BarryAndrewsMEP 1/ https://t.co/TH4ukCtpL6",2026-04-16T12:12:40.000Z,New South Wales,SUSPICIOUS,"Supports BLA leader and frames state actions as ""revenge"" against peaceful resistance.",2026-04-17T15:15:40.526002+00:00
2044748662945743062,jasmcv8,https://x.com/jasmcv8,https://x.com/jasmcv8/status/2044748662945743062,"""A slave has only one thing to lose: their chains."" 

The #Baloch are strong in their resistance and strong in their fight for human rights.
And this spirit is the guarantee of victory.
@Beebagr_Baluch https://t.co/abAm58enQu",2026-04-16T12:04:05.000Z,"Los Angeles, CA",SUSPICIOUS,Support for BLA/TTP ideology and resistance.,2026-04-17T15:15:40.526002+00:00
2044741745221444017,ImranJafarShah7,https://x.com/ImranJafarShah7,https://x.com/ImranJafarShah7/status/2044741745221444017,"#PakistanArmy’s Corps Commander asks why educated Baloch women turn to militancy—yet refuses to confront the obvious: state repression creates resistance. 1/2

@KiyyaBaloch @nadirbaluchs
https://t.co/7a7ZGUIFVF",2026-04-16T11:36:36.000Z,Canada,SUSPICIOUS,"Supports BLA and justifies militancy, implies state responsibility for resistance.",2026-04-17T15:15:40.526002+00:00
